"gene_name","WT1","WT2","A1","A2"
"PA14_66910",19,14,60,53
"PA14_66920",69,52,122,102
"PA14_66940",436,293,1054,1090
"PA14_66950",50,41,131,136
"PA14_66960",199,152,768,961
"PA14_66970",107,65,367,350
"PA14_66980",38,23,56,54
"PA14_66990",11,10,48,23
"PA14_67010",20,3,73,60
"PA14_67020",20,7,53,49
"PA14_67030",1,0,23,21
"PA14_67040",4,3,19,16
"PA14_67050",0,1,7,4
"PA14_67065",1,1,9,8
"PA14_67090",15,10,18,20
"PA14_67100",1,0,4,4
"PA14_67110",5,1,27,25
"PA14_67120",3,2,10,15
"PA14_67130",8,4,6,8
"PA14_67140",8,11,32,34
"PA14_67150",6,3,16,13
"PA14_67170",0,1,19,7
"PA14_67190",6,11,41,38
"PA14_67200",62,46,217,212
"PA14_67220",17,8,71,104
"PA14_67230",1,0,5,24
"PA14_67240",3,3,3,4
"PA14_67250",1,5,13,15
"PA14_67260",0,1,9,3
"PA14_67270",0,0,6,9
"PA14_67280",0,0,6,3
"PA14_67300",1,0,5,4
"PA14_67310",0,1,16,19
"PA14_67320",5,4,13,11
"PA14_67340",36,29,77,97
"PA14_67350",0,1,14,11
"PA14_67370",2,0,9,6
"PA14_67380",0,0,4,1
"PA14_67400",3,0,10,6
"PA14_67420",1,2,3,3
"PA14_67440",308,189,393,385
"PA14_67450",2,1,1,0
"PA14_67460",0,0,0,3
"PA14_67470",0,0,7,0
"PA14_67490",4,3,19,22
"PA14_67500",4,0,1,3
"PA14_67510",4,6,13,14
"PA14_67520",0,0,2,2
"PA14_67530",5,0,8,5
"PA14_67540",0,0,3,1
"PA14_67550",4,6,4,7
"PA14_67560",5,8,34,27
"PA14_67580",3,2,8,9
"PA14_67600",1233,803,1490,1550
"PA14_67620",1,1,46,23
"PA14_67630",8,2,54,47
"PA14_67640",17,9,125,125
"PA14_67650",1,1,9,13
"PA14_67670",10,16,64,53
"PA14_67680",72,63,153,131
"PA14_67700",0,0,3,0
"PA14_67710",5,2,19,19
"PA14_67720",2,2,36,22
"PA14_67740",0,0,10,0
"PA14_67750",6,2,2,10
"PA14_67770",92,61,298,214
"PA14_67780",1,0,11,16
"PA14_67790",117,91,683,727
"PA14_67810",150,98,505,529
"PA14_67820",23,18,82,70
"PA14_67830",31,17,105,115
"PA14_67840",4,5,16,19
"PA14_67850",0,0,1,1
"PA14_67860",3,1,12,21
"PA14_67880",1,0,3,6
"PA14_67890",0,1,3,8
"PA14_67900",1,2,0,3
"PA14_67920",0,0,2,8
"PA14_67930",0,2,3,4
"PA14_67940",0,0,4,3
"PA14_67960",1,2,24,13
"PA14_67970",15,10,52,31
"PA14_67975",151,100,632,660
"PA14_67990",41,32,131,125
"PA14_68000",264,196,420,446
"PA14_68030",491,895,1768,2481
"PA14_68040",2,0,75,60
"PA14_68050",7,4,39,31
"PA14_68060",77,49,666,646
"PA14_68070",175,118,591,620
"PA14_68080",32,22,80,116
"PA14_68090",17,11,96,87
"PA14_68100",7,5,103,113
"PA14_68110",4,10,16,30
"PA14_68120",13,12,27,29
"PA14_68130",13,13,32,23
"PA14_68140",9,12,32,34
"PA14_68150",525,599,3579,2777
"PA14_68170",514,329,1671,1567
"PA14_68190",165,111,294,280
"PA14_68200",212,182,319,293
"PA14_68210",224,147,533,467
"PA14_68230",73,51,229,190
"PA14_68250",49,49,173,199
"PA14_68260",103,87,235,206
"PA14_68280",3,4,11,18
"PA14_68290",27,21,28,33
"PA14_68300",1076,807,5420,5296
"PA14_68330",3031,2169,8215,9677
"PA14_68340",1121,860,2044,2266
"PA14_68350",716,509,743,701
"PA14_68360",193,123,896,936
"PA14_68370",3,2,23,14
"PA14_68380",1,0,1,4
"PA14_68390",28,10,89,78
"PA14_68400",6,5,25,54
"PA14_68420",15,16,32,42
"PA14_68430",2,1,34,20
"PA14_68440",14,7,36,34
"PA14_68450",5,7,109,138
"PA14_68460",9,2,100,79
"PA14_68470",2,0,9,9
"PA14_68480",7,5,43,34
"PA14_68490",54,31,64,65
"PA14_68500",7,2,74,85
"PA14_68510",2,0,20,26
"PA14_68530",0,0,12,16
"PA14_68550",18,9,69,96
"PA14_68560",1,0,9,6
"PA14_68570",11,19,95,106
"PA14_68580",5,7,30,45
"PA14_68610",10,5,18,26
"PA14_68620",20,7,186,124
"PA14_68630",0,0,1,1
"PA14_68640",4,5,34,33
"PA14_68660",25,27,50,41
"PA14_68670",52,28,53,66
"PA14_68680",5,1,22,21
"PA14_68700",0,0,0,3
"PA14_68710",74,46,358,328
"PA14_68720",15,12,30,35
"PA14_68730",269,181,282,307
"PA14_68740",9,7,18,17
"PA14_68750",0,1,13,25
"PA14_68770",3,1,4,8
"PA14_68780",2,1,4,9
"PA14_68800",63,40,138,105
"PA14_68810",122,85,521,521
"PA14_68820",116,105,175,211
"PA14_68830",2,2,14,12
"PA14_68840",19,14,84,77
"PA14_68850",18,16,122,172
"PA14_68860",0,0,0,1
"PA14_68870",1,0,1,10
"PA14_68890",9,11,32,22
"PA14_68900",0,1,4,5
"PA14_68920",0,0,9,6
"PA14_68930",31,27,14,19
"PA14_68940",193,151,41,44
"PA14_68955",10,4,5,8
"PA14_68980",0,4,11,7
"PA14_69000",2,1,14,9
"PA14_69010",0,3,4,2
"PA14_69020",123,95,629,704
"PA14_69030",62,43,254,248
"PA14_69040",22,18,94,94
"PA14_69050",2,7,40,37
"PA14_69060",26,14,93,78
"PA14_69070",1,1,26,22
"PA14_69090",8,4,2,9
"PA14_69100",3,2,5,10
"PA14_69110",26,10,49,56
"PA14_69130",66,37,90,88
"PA14_69140",1,1,11,9
"PA14_69150",0,0,14,9
"PA14_69170",17,16,59,88
"PA14_69190",19,18,50,59
"PA14_69200",0,0,3,4
"PA14_69220",90,56,369,313
"PA14_69230",29,27,123,134
"PA14_69240",6,7,25,31
"PA14_69250",68,37,828,840
"PA14_69260",46,49,131,153
"PA14_69270",16,6,41,29
"PA14_69280",0,0,2,2
"PA14_69300",0,1,15,15
"PA14_69310",3,3,12,19
"PA14_69320",32,24,244,268
"PA14_69330",5,6,8,7
"PA14_69340",2,3,8,15
"PA14_69350",118,65,211,264
"PA14_69370",7,5,45,44
"PA14_69380",14,9,89,64
"PA14_69390",1,1,16,9
"PA14_69400",4,1,16,18
"PA14_69420",4,2,7,8
"PA14_69430",1,0,0,3
"PA14_69440",0,0,3,3
"PA14_69450",1,0,8,12
"PA14_69470",1,0,5,2
"PA14_69480",2,2,10,3
"PA14_69500",52,41,189,224
"PA14_69510",54,38,181,189
"PA14_69520",41,43,229,223
"PA14_69540",4,1,22,26
"PA14_69550",4,10,16,37
"PA14_69560",0,3,17,15
"PA14_69570",4,4,22,23
"PA14_69580",247,156,420,408
"PA14_69590",37,44,111,102
"PA14_69600",104,68,68,71
"PA14_69610",137,86,105,109
"PA14_69620",50,30,85,81
"PA14_69630",2,0,7,10
"PA14_69640",1,0,29,35
"PA14_69660",42,32,415,449
"PA14_69670",59,41,206,283
"PA14_69690",43,27,206,220
"PA14_69700",345,227,789,866
"PA14_69710",25,18,51,34
"PA14_69720",11,10,18,11
"PA14_69740",5,6,22,11
"PA14_69750",35,30,93,120
"PA14_69760",7,13,36,26
"PA14_69770",2,0,4,3
"PA14_69780",0,0,3,2
"PA14_69795",2,5,17,32
"PA14_69810",1,2,15,10
"PA14_69820",11,4,35,27
"PA14_69840",18,23,45,37
"PA14_69850",81,54,154,121
"PA14_69870",25,18,59,54
"PA14_69880",0,0,3,3
"PA14_69890",1,1,7,7
"PA14_69900",2,4,17,11
"PA14_69910",81,71,677,607
"PA14_69925",16,9,59,51
"PA14_69940",19,16,145,121
"PA14_69950",7,5,63,65
"PA14_69970",0,0,0,4
"PA14_69980",12,5,29,38
"PA14_69990",7,4,16,18
"PA14_70010",0,1,2,4
"PA14_70040",1,0,3,4
"PA14_70050",1,1,5,3
"PA14_70060",2,2,10,9
"PA14_70070",0,0,9,6
"PA14_70080",19,21,91,126
"PA14_70100",13,11,107,96
"PA14_70110",4,10,48,42
"PA14_70120",5,3,8,4
"PA14_70140",1,0,3,4
"PA14_70160",25,26,112,135
"PA14_70170",2,8,81,89
"PA14_70180",10,5,34,32
"PA14_70190",8,4,40,30
"PA14_70200",83,47,173,203
"PA14_70230",2,4,6,7
"PA14_70240",88,57,307,327
"PA14_70260",26,25,146,165
"PA14_70270",471,275,1052,914
"PA14_70280",275,190,672,646
"PA14_70290",10,11,45,50
"PA14_70300",4,3,19,22
"PA14_70310",0,0,4,5
"PA14_70330",7,5,15,10
"PA14_70340",0,0,2,4
"PA14_70350",27,27,84,92
"PA14_70360",3,1,4,5
"PA14_70370",1,1,15,15
"PA14_70390",294,216,2093,2038
"PA14_70400",29,24,251,246
"PA14_70420",4,7,104,125
"PA14_70430",48,26,360,417
"PA14_70440",29,19,192,160
"PA14_70450",206,161,1203,1181
"PA14_70470",359,261,722,678
"PA14_70480",112,93,200,143
"PA14_70490",219,144,489,445
"PA14_70510",5,11,26,27
"PA14_70530",1,0,5,9
"PA14_70550",1,0,1,1
"PA14_70560",114,73,537,529
"PA14_70570",102,88,124,142
"PA14_70580",244,184,478,616
"PA14_70590",26,19,50,75
"PA14_70600",1,0,12,8
"PA14_70620",0,0,2,5
"PA14_70630",0,1,0,1
"PA14_70650",0,0,0,2
"PA14_70670",0,1,6,4
"PA14_70680",0,0,0,1
"PA14_70690",1,2,26,5
"PA14_70710",33,23,33,54
"PA14_70720",16,11,69,53
"PA14_70730",17,17,54,86
"PA14_70740",10,5,21,14
"PA14_70750",57,40,194,161
"PA14_70760",14,15,48,29
"PA14_70770",97,59,210,209
"PA14_70780",40,32,76,108
"PA14_70790",14,15,38,48
"PA14_70800",8,2,7,13
"PA14_70810",2,2,58,42
"PA14_70830",2,0,8,10
"PA14_70850",0,2,6,8
"PA14_70860",7,2,23,13
"PA14_70870",0,1,1,0
"PA14_70880",0,0,8,1
"PA14_70890",1,1,0,2
"PA14_70900",1,1,0,1
"PA14_70910",1,2,4,7
"PA14_70920",4,4,20,22
"PA14_70930",34,28,137,126
"PA14_70940",3,6,46,59
"PA14_70950",0,2,23,18
"PA14_70970",2,0,6,6
"PA14_70980",10,14,36,33
"PA14_71000",6,5,5,10
"PA14_71020",2,1,2,6
"PA14_71030",6,0,13,1
"PA14_71060",5,7,22,27
"PA14_71070",18,18,60,59
"PA14_71080",0,0,3,7
"PA14_71090",2,3,4,6
"PA14_71100",0,4,8,24
"PA14_71110",0,0,1,1
"PA14_71120",0,0,1,1
"PA14_71140",1,1,5,2
"PA14_71150",0,0,0,2
"PA14_71160",0,3,8,11
"PA14_71170",9,11,24,31
"PA14_71180",1,0,9,5
"PA14_71190",0,0,8,5
"PA14_71200",3,0,0,2
"PA14_71210",0,0,1,4
"PA14_71220",4,0,2,4
"PA14_71230",12,5,10,10
"PA14_71240",11,8,15,30
"PA14_71250",0,2,8,6
"PA14_71260",12,18,58,55
"PA14_71280",2,4,8,14
"PA14_71300",1,2,0,6
"PA14_71310",5,3,4,12
"PA14_71320",33,14,76,62
"PA14_71330",38,16,366,317
"PA14_71340",8,7,23,18
"PA14_71350",0,0,2,6
"PA14_71360",6,1,29,31
"PA14_71370",0,0,4,2
"PA14_71390",0,0,1,4
"PA14_71410",0,0,8,11
"PA14_71420",10,5,18,42
"PA14_71430",2,2,5,5
"PA14_71440",11,12,22,20
"PA14_71450",1,6,6,8
"PA14_71460",15,10,68,42
"PA14_71470",20,9,44,35
"PA14_71490",0,0,5,4
"PA14_71500",19,14,25,33
"PA14_71510",4,2,9,8
"PA14_71530",4,1,2,2
"PA14_71560",8,9,16,7
"PA14_71570",46,49,123,115
"PA14_71580",4,3,13,17
"PA14_71590",4,4,40,58
"PA14_71600",0,0,12,6
"PA14_71620",0,0,3,6
"PA14_71630",459,358,1201,1205
"PA14_71640",34,25,104,150
"PA14_71650",279,196,2197,2518
"PA14_71670",6,4,21,23
"PA14_71680",1,0,12,5
"PA14_71690",20,12,11,21
"PA14_71700",5,1,2,2
"PA14_71710",5,7,8,12
"PA14_71720",4,4,20,25
"PA14_71740",7,3,74,67
"PA14_71750",30,24,88,94
"PA14_71760",1,0,7,8
"PA14_71780",1,2,19,13
"PA14_71800",68,62,204,195
"PA14_71820",27,21,204,236
"PA14_71830",13,13,70,48
"PA14_71840",0,1,29,21
"PA14_71850",4,5,9,13
"PA14_71870",85,89,296,297
"PA14_71880",2,7,11,22
"PA14_71890",66,50,319,277
"PA14_71900",107,79,1107,1109
"PA14_71910",59,56,739,880
"PA14_71920",6,8,70,63
"PA14_71930",9,7,30,39
"PA14_71940",6,12,24,35
"PA14_71960",17,17,75,75
"PA14_71970",3,6,23,12
"PA14_71990",6,1,6,9
"PA14_72000",5,3,17,10
"PA14_72010",111,66,387,302
"PA14_72020",60,33,66,83
"PA14_72030",16,19,23,21
"PA14_72040",15,6,14,13
"PA14_72050",17,20,45,29
"PA14_72060",7,6,15,12
"PA14_72070",163,95,292,255
"PA14_72080",9,8,80,83
"PA14_72090",6,1,46,41
"PA14_72110",40,20,59,67
"PA14_72130",6,6,8,10
"PA14_72140",7,5,38,54
"PA14_72150",5,7,62,68
"PA14_72170",5,8,268,259
"PA14_72180",32,31,477,407
"PA14_72200",3,1,23,20
"PA14_72210",9,3,28,43
"PA14_72220",1,0,10,4
"PA14_72230",78,52,223,268
"PA14_72250",53,44,381,342
"PA14_72260",2,10,26,19
"PA14_72280",12,9,27,37
"PA14_72300",19,15,46,49
"PA14_72320",6,6,22,17
"PA14_72340",48,35,96,92
"PA14_72370",0,0,2,1
"PA14_72380",45,29,213,179
"PA14_72390",93,73,210,208
"PA14_72400",11,9,44,49
"PA14_72410",7,5,48,46
"PA14_72420",2,0,11,20
"PA14_72430",1,1,1,1
"PA14_72450",0,0,3,2
"PA14_72460",6,1,11,9
"PA14_72470",0,0,8,6
"PA14_72480",102,94,472,476
"PA14_72490",8,7,42,42
"PA14_72500",415,263,1211,1585
"PA14_72510",844,580,1784,1802
"PA14_72520",5,6,20,17
"PA14_72540",5,1,17,18
"PA14_72550",4,1,7,13
"PA14_72560",36,28,141,177
"PA14_72580",25,25,98,93
"PA14_72590",21,12,57,53
"PA14_72600",13,4,31,38
"PA14_72620",33,30,334,307
"PA14_72630",27,22,536,542
"PA14_72640",474,292,1232,1249
"PA14_72650",1,1,11,15
"PA14_72660",1,5,26,20
"PA14_72690",3,1,11,12
"PA14_72700",0,3,6,10
"PA14_72710",20,8,12,21
"PA14_72720",0,4,8,5
"PA14_72740",9,5,57,60
"PA14_72750",10,18,41,51
"PA14_72760",13,10,37,74
"PA14_72770",3,0,3,1
"PA14_72780",31,20,150,147
"PA14_72790",9,4,22,36
"PA14_72800",3,1,13,11
"PA14_72810",34,16,71,73
"PA14_72820",17,8,52,58
"PA14_72840",7,2,43,36
"PA14_72850",3,2,8,10
"PA14_72870",7,1,12,16
"PA14_72880",42,35,117,149
"PA14_72890",40,26,84,82
"PA14_72900",9,3,20,4
"PA14_72920",0,0,7,1
"PA14_72930",4,2,30,22
"PA14_72940",55,38,241,234
"PA14_72960",5,1,14,19
"PA14_72970",0,1,2,4
"PA14_72980",4,2,2,3
"PA14_72990",2,2,67,50
"PA14_73000",3,1,15,22
"PA14_73010",3,0,4,6
"PA14_73020",0,0,1,0
"PA14_73030",2,4,23,31
"PA14_73040",4,0,9,17
"PA14_73050",6,4,20,31
"PA14_73060",3,5,5,6
"PA14_73070",3,0,8,8
"PA14_73090",0,0,3,0
"PA14_73100",1,1,1,0
"PA14_73110",11,9,31,42
"PA14_73120",1,1,14,19
"PA14_73140",12,2,48,26
"PA14_73150",52,30,198,193
"PA14_73160",1,4,10,10
"PA14_73170",2,1,10,12
"PA14_73190",0,0,4,6
"PA14_73200",0,0,8,5
"PA14_73220",1,1,8,11
"PA14_73230",0,0,2,0
"PA14_73240",6,6,51,38
"PA14_73250",8,1,29,15
"PA14_73260",4,2,17,24
"PA14_73280",1,0,6,7
"PA14_73290",0,0,5,6
"PA14_73300",4,1,3,3
"PA14_73310",49,22,47,67
"PA14_73320",12,7,13,11
"PA14_73330",7,3,13,31
"PA14_73350",10,6,22,20
"PA14_73360",5,2,9,5
"PA14_73370",2,6,30,34
"PA14_73400",0,3,17,16
"PA14_73410",16,4,21,27
"PA14_73420",2,5,17,8
"PA14_23410",773,631,1735,1954
"PA14_23440",2233,1363,2208,2579
"PA14_23450",2295,1432,3414,3309
"PA14_03190",18,18,75,52
"PA14_07460",3,2,7,6
"PA14_08190",1,0,0,7
"PA14_13360",0,0,1,6
"PA14_13950",393,288,869,1073
"PA14_14540",30,31,58,68
"PA14_14550",140,97,262,260
"PA14_15750",4,6,11,21
"PA14_20510",330,235,1193,1269
"PA14_21490",226,136,516,472
"PA14_22100",2,3,10,11
"PA14_22140",14,11,41,35
"PA14_22240",17,2,61,66
"PA14_22250",13,4,53,52
"PA14_22260",3,2,6,9
"PA14_35700",78,57,168,206
"PA14_35790",35,27,71,97
"PA14_39470",432,327,660,799
"PA14_40080",8,9,62,48
"PA14_42600",4,2,345,354
"PA14_44230",0,0,1,2
"PA14_44530",1,8,10,20
"PA14_49030",401,315,1320,1509
"PA14_49480",1320,792,2622,2413
"PA14_49510",7,8,33,35
"PA14_53590",1146,809,1647,1795
"PA14_53600",263,199,294,317
"PA14_53610",134,91,278,256
"PA14_58730",2,0,2,20
"PA14_59160",11,13,18,20
"PA14_59190",156,92,415,497
"PA14_59550",242,186,1251,1125
"PA14_59560",0,0,28,12
"PA14_59590",231,133,640,677
"PA14_59630",2,1,16,17
"PA14_59845",18,20,162,139
"PA14_60030",34,23,122,97
"PA14_60090",86,39,247,254
"PA14_60100",9,4,64,64
"PA14_67180",4,1,21,16
"PA14_67210",9,8,42,45
"PA14_15630",11,10,24,40
"PA14_59020",8,7,10,9
"PA14_00520",46,36,136,84
"PA14_12170",0,0,2,2
"PA14_21470",21,12,19,18
"PA14_28120",0,0,0,3
"PA14_31450",0,0,2,1
"PA14_38920",0,0,4,4
"PA14_59840",3939,2824,8467,9299
"PA14_00970",5,5,3,3
"PA14_00980",1,0,2,2
"PA14_32820",112,58,789,857
"PA14_32850",18,7,75,81
"PA14_45950",2290,1720,6103,5174
"PA14_49020",37,42,351,308
"PA14_26080",7,6,16,18
"PA14_49860",83,71,43,54
"PA14_59390",47,40,303,298
